Data,Technology,Individual,Chr,MeanCov,RawRealigned,WhDownsample,Merged,RndDownsample,Epsilon,Alpha,SwErrRatePerc,MecScore,TimeSecs,MaxMemMB
ashk,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.76,598792,1966.16,151.2109375
sim,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.04,43020,1.98,3.80078125
ashk,pacbio,child,chr21,20,realigned,15,no_merged,no_downs,0.05,0.1,0.51,60330,1.02,2.6015625
sim,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.62,103706,3.39,4.57421875
sim,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.38,432806,237.94,31.49609375
sim,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.50,680445,204.52,39.47265625
ashk,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.90,31260,0.21,1.98828125
sim,pacbio,child,chr21,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.58,122824,3.31,4.6796875
sim,pacbio,child,chr21,25,raw,20,no_merged,no_downs,0.05,0.0001,0.13,88376,308.8,114.66015625
sim,pacbio,child,chr1,15,realigned,15,no_merged,no_downs,0.05,0.1,0.07,353550,4.75,2.89453125
ashk,pacbio,child,chr1,40,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.25,366990,9.58,4.375
sim,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.05,484980,22.71,6.3984375
sim,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.09,192090,11.33,4.12890625
ashk,pacbio,child,chr1,5,raw,20,no_merged,no_downs,0.05,0.01,4.55,138622,1.44,2.37109375
sim,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.04,439230,3142.44,266.48046875
sim,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.70,508912,14.07,4.44921875
ashk,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.71,738788,379.74,150.1015625
ashk,pacbio,child,chr1,40,raw,20,no_merged,no_downs,0.05,0.1,0.53,653159,117.88,23.48828125
ashk,pacbio,child,chr1,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.25,280170,104.31,12.6640625
ashk,pacbio,child,chr21,40,realigned,15,no_merged,no_downs,0.05,0.0001,0.55,49470,28.49,13.17578125
ashk,pacbio,child,chr21,5,raw,25,no_merged,no_downs,0.05,0.1,4.86,46686,0.35,2.0859375
sim,pacbio,child,chr21,15,raw,20,no_merged,no_downs,0.05,0.01,0.29,107532,26.45,21.37109375
ashk,pacbio,child,chr1,40,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.24,334710,120.67,18.6015625
sim,pacbio,child,chr21,5,raw,25,no_merged,no_downs,0.05,0.1,3.36,49977,0.35,2.125
ashk,pacbio,child,chr1,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,2.64,390149,5.37,8.16796875
sim,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.24,389190,6.02,5.12890625
ashk,pacbio,child,chr21,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.99,119666,437.85,125.3125
sim,pacbio,child,chr1,25,realigned,15,no_merged,no_downs,0.05,0.1,0.04,372150,5.17,3.1171875
sim,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m20,0.05,0.1,4.66,190853,1.93,6.05859375
ashk,pacbio,child,chr1,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,5.95,183907,2.23,2.28125
ashk,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m15,0.05,0.001,1.58,269266,21.6,5.2890625
ashk,pacbio,child,chr1,30,raw,20,no_merged,no_downs,0.05,0.001,0.46,480278,605.58,95.625
ashk,pacbio,child,chr1,40,raw,20,no_merged,no_downs,0.05,0.01,0.47,514676,191.55,34.25
ashk,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.24,325200,21.24,4.9609375
sim,pacbio,child,chr1,30,realigned,15,no_merged,no_downs,0.05,0.0001,0.04,337080,132.04,16.03515625
ashk,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m15,0.05,0.1,1.10,107386,4.58,5.69140625
sim,pacbio,child,chr1,40,realigned,15,no_merged,no_downs,0.05,0.1,0.21,411630,5.56,3.765625
ashk,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.80,147712,107.52000000000001,78.93359375
ashk,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.67,36270,8.88,7.2265625
sim,pacbio,child,chr21,40,realigned,20,no_merged,no_downs,0.05,0.1,0.42,113640,3.22,5.61328125
sim,pacbio,child,chr21,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.63,55987,3.61,4.2421875
sim,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.98,28758,0.71,2.45703125
ashk,pacbio,child,chr21,25,realigned,20,no_merged,no_downs,0.05,0.01,0.54,72810,32.53,15.91796875
ashk,pacbio,child,chr21,30,realigned,15,no_merged,no_downs,0.05,0.001,0.56,50760,11.83,7.49609375
sim,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.55,140633,33.13,28.41796875
ashk,pacbio,child,chr1,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.25,358110,80.34,10.0859375
sim,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.02,63810,18.06,9.21875
sim,pacbio,child,chr21,20,raw,20,no_merged,no_downs,0.05,0.01,0.16,111384,33.73,23.73046875
sim,pacbio,child,chr21,15,raw,15,no_merged,no_downs,0.05,0.001,0.20,71083,9.51,6.265625
ashk,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.24,314700,229.12,19.5625
sim,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.00,60870,5.16,4.36328125
ashk,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.65,43680,7.41,5.671875
ashk,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.23,349440,42.72,9.4453125
ashk,pacbio,child,chr21,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.25,90120,31.78,10.90234375
sim,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.48,351798,92.09,10.703125
ashk,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.27,313470,5.5,3.046875
sim,pacbio,child,chr1,60,realigned,20,no_merged,no_downs,0.05,0.1,0.21,563400,14.62,6.59375
ashk,pacbio,child,chr1,40,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.24,469770,36.54,9.625
ashk,pacbio,child,chr1,50,realigned,20,no_merged,no_downs,0.05,0.01,0.24,378990,194.78,33.8984375
ashk,pacbio,child,chr1,20,raw,20,no_merged,no_downs,0.05,0.1,0.78,635383,109.77000000000001,27.74609375
sim,pacbio,child,chr21,5,raw,20,no_merged,no_downs,0.05,0.1,3.36,49977,0.33,2.12109375
ashk,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.26,300630,202.02,24.17578125
ashk,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m20,0.05,0.1,1.04,124336,31.27,25.94921875
sim,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.24,74414,12.74,7.14453125
sim,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.40,131692,39.01,48.38671875
ashk,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.53,70320,1.57,3.125
sim,pacbio,child,chr1,30,raw,15,no_merged,no_downs,0.05,0.01,0.40,408802,16.65,4.9140625
sim,pacbio,child,chr21,15,realigned,25,no_merged,no_downs,0.05,0.1,0.00,99600,7.84,7.08984375
sim,pacbio,child,chr21,30,realigned,15,no_merged,no_downs,0.05,0.1,0.02,75270,1.03,2.50390625
ashk,pacbio,child,chr1,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.95,566743,90.97,35.35546875
ashk,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.61,525695,3268.07,236.38671875
sim,pacbio,child,chr21,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.54,59575,7.53,8.453125
ashk,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m20,0.05,0.1,1.22,559986,90.2,53.359375
sim,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.04,439230,3143.62,266.4765625
ashk,pacbio,child,chr1,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.26,536610,21.62,7.66015625
sim,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.14,81301,36.51,20.53125
ashk,pacbio,child,chr1,all,raw,20,no_merged,no_downs,0.05,0.1,0.46,641548,110.94,43.46484375
sim,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.99,522698,20.43,4.88671875
ashk,pacbio,child,chr1,5,raw,25,no_merged,no_downs,0.05,0.001,4.47,124636,2.34,2.85546875
ashk,pacbio,child,chr1,10,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.31,216180,58.34,26.015625
sim,pacbio,child,chr1,10,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.08,233700,23.37,5.13671875
sim,pacbio,child,chr1,60,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.23,363300,35.54,8.7265625
ashk,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.90,477230,31.62,6.80078125
sim,pacbio,child,chr1,20,raw,25,no_merged,no_downs,0.05,0.1,0.41,723782,1230.54,366.4609375
sim,pacbio,child,chr1,15,realigned,20,no_merged,no_downs,0.05,0.0001,0.05,349590,645.16,74.6640625
ashk,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m15,0.05,0.1,4.86,46686,0.35,2.0859375
ashk,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.56,59610,4.38,3.8515625
sim,pacbio,child,chr1,60,raw,15,no_merged,no_downs,0.05,0.0001,0.34,340983,133.9,24.12890625
sim,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.08,191910,22.31,6.2890625
ashk,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.53,57060,11.22,6.15625
sim,pacbio,child,chr1,10,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.08,235710,8.89,3.25
sim,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m15,0.05,0.1,1.80,384051,5.25,3.24609375
sim,pacbio,child,chr1,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,3.70,129114,1.56,2.265625
ashk,pacbio,child,chr21,15,raw,15,no_merged,no_downs,0.05,0.0001,0.76,62641,19.85,10.83984375
sim,pacbio,child,chr21,20,realigned,15,no_merged,no_downs,0.05,0.001,0.02,62460,11.16,7.12890625
sim,pacbio,child,chr21,20,realigned,15,no_merged,no_downs,0.05,0.01,0.02,63150,3.79,3.875
sim,pacbio,child,chr1,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.93,517380,19.72,5.1484375
ashk,pacbio,child,chr21,40,realigned,20,no_merged,no_downs,0.05,0.1,0.55,76500,3.06,3.84375
sim,pacbio,child,chr1,10,raw,15,no_merged,no_downs,0.05,0.0001,1.02,256911,37.54,6.4453125
sim,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.13,88100,192.48,85.21875
ashk,pacbio,child,chr1,40,raw,15,no_merged,no_downs,0.05,0.0001,0.53,324031,131.58,23.1015625
ashk,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.57,65700,26.74,11.73828125
ashk,pacbio,child,chr21,15,raw,20,no_merged,no_downs,0.05,0.001,0.78,85966,68.58,34.41015625
ashk,pacbio,child,chr21,5,raw,15,no_merged,no_downs,0.05,0.01,4.23,35058,0.35,2.16015625
ashk,pacbio,child,chr21,5,raw,25,no_merged,no_downs,0.05,0.001,3.63,29734,0.65,2.44921875
ashk,pacbio,child,chr21,5,raw,20,no_merged,no_downs,0.05,0.1,4.86,46686,0.32,2.08984375
sim,pacbio,child,chr21,50,realigned,20,no_merged,no_downs,0.05,0.001,0.42,89760,158.02,76.78515625
ashk,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.86,105789,204.86,75.8203125
ashk,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.72,108816,258.04,87.17578125
sim,pacbio,child,chr1,25,realigned,15,no_merged,no_downs,0.05,0.001,0.04,337350,57.23,9.078125
sim,pacbio,child,chr21,15,raw,25,no_merged,no_downs,0.05,0.1,0.30,146794,216.68,177.1796875
ashk,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.24,498480,56.53,172.3203125
ashk,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.26,239820,60.48,8.24609375
ashk,pacbio,child,chr1,30,realigned,15,no_merged,no_downs,0.05,0.0001,0.25,278700,135.46,15.76953125
ashk,pacbio,child,chr1,20,raw,15,no_merged,no_downs,0.05,0.0001,0.65,338462,109.34,13.453125
ashk,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.16,512962,19.23,6.00390625
ashk,pacbio,child,chr21,60,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.57,67410,8.57,5.6015625
sim,pacbio,child,chr21,20,raw,20,no_merged,no_downs,0.05,0.1,0.29,132910,33.51,31.69921875
sim,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.39,373649,110.1,11.58984375
ashk,pacbio,child,chr21,15,raw,15,no_merged,no_downs,0.05,0.001,0.77,66554,8.68,6.1953125
sim,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.46,334860,204.0,41.40625
sim,pacbio,child,chr21,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.83,77117,25.76,9.515625
sim,pacbio,child,chr21,30,raw,20,no_merged,no_downs,0.05,0.001,0.17,92807,113.09,48.71875
ashk,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.53,57330,3.74,3.5703125
ashk,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.11,517964,71.03,11.00390625
sim,pacbio,child,chr1,20,raw,25,no_merged,no_downs,0.05,0.01,0.34,611087,710.09,460.125
sim,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.16,97157,71.72,36.953125
sim,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m15,0.05,0.001,0.50,361519,59.03,7.88671875
ashk,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.65,105480,1.71,2.34765625
sim,pacbio,child,chr21,25,realigned,15,no_merged,no_downs,0.05,0.1,0.02,75270,1.07,2.50390625
sim,pacbio,child,chr21,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.12,105425,3.92,3.890625
sim,pacbio,child,chr1,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.07,350280,4.19,2.91796875
ashk,pacbio,child,chr1,5,raw,15,no_merged,no_downs,0.05,0.1,5.71,192496,1.34,2.34765625
ashk,pacbio,child,chr21,15,raw,20,no_merged,no_downs,0.05,0.01,0.82,101861,18.89,18.984375
ashk,pacbio,child,chr21,50,raw,20,no_merged,no_downs,0.05,0.1,0.65,116861,21.9,21.5546875
sim,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.47,62160,12.44,6.19140625
sim,pacbio,child,chr21,all,realigned,20,no_merged,no_downs,0.05,0.0001,0.02,82110,337.01,119.41015625
ashk,pacbio,child,chr1,10,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.35,247080,2.92,2.609375
sim,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.49,95586,591.47,173.66796875
ashk,pacbio,child,chr21,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,1.70,133731,4.69,4.5
ashk,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.26,376440,27.33,6.01953125
sim,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.37,123809,26.58,21.39453125
ashk,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m15,0.05,0.01,4.23,35058,0.37,2.16015625
sim,pacbio,child,chr1,5,raw,15,no_merged,no_downs,0.05,0.0001,3.50,124374,3.2,3.18359375
ashk,pacbio,child,chr1,15,realigned,15,no_merged,no_downs,0.05,0.001,0.25,261600,45.29,7.67578125
ashk,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.65,105270,3.69,3.34765625
sim,pacbio,child,chr1,10,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.09,242340,13.9,5.61328125
ashk,pacbio,child,chr21,20,realigned,15,no_merged,no_downs,0.05,0.0001,0.53,53070,24.8,12.51171875
ashk,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.19,91873,30.61,11.50390625
sim,pacbio,child,chr21,60,raw,15,no_merged,no_downs,0.05,0.0001,0.44,61551,25.68,15.72265625
ashk,pacbio,child,chr1,25,raw,15,no_merged,no_downs,0.05,0.0001,0.59,334809,116.99000000000001,14.33984375
ashk,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m15,0.05,0.1,1.30,107513,4.35,4.90234375
sim,pacbio,child,chr1,10,raw,20,no_merged,no_downs,0.05,0.001,1.04,274358,36.47,7.8203125
sim,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.51,584714,325.1,58.74609375
sim,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.04,57600,8.88,7.171875
ashk,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.20,130785,40.44,33.6953125
sim,pacbio,child,chr21,40,raw,20,no_merged,no_downs,0.05,0.0001,0.45,83672,366.59,174.203125
ashk,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.58,81510,51.9,19.046875
ashk,pacbio,child,chr1,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.24,506430,23.13,28.50390625
ashk,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.24,397830,162.47,17.765625
sim,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.07,370470,6.72,3.515625
ashk,pacbio,child,chr1,25,realigned,20,no_merged,no_downs,0.05,0.1,0.23,412110,15.61,5.640625
sim,pacbio,child,chr21,15,realigned,15,no_merged,no_downs,0.05,0.0001,0.00,61440,23.63,11.23828125
sim,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.05,303510,58.41,8.29296875
sim,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.51,309495,60.0,8.4921875
ashk,pacbio,child,chr1,5,raw,20,no_merged,no_downs,0.05,0.1,5.71,192874,1.32,2.37890625
ashk,pacbio,child,chr21,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.59,96870,4.09,5.5625
sim,pacbio,child,chr21,15,raw,25,no_merged,no_downs,0.05,0.001,0.15,107111,342.62,225.9609375
ashk,pacbio,child,chr21,all,raw,15,no_merged,no_downs,0.05,0.001,0.66,60527,9.55,6.6796875
sim,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.21,425490,759.01,69.921875
sim,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,1.98,28758,0.74,2.45703125
sim,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.01,54120,9.79,6.41015625
sim,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.46,120090,1.68,2.23828125
sim,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.00,75720,390.88,114.93359375
ashk,pacbio,child,chr21,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.70,52140,0.4,2.1171875
sim,pacbio,child,chr21,60,raw,15,no_merged,no_downs,0.05,0.01,0.53,78787,3.53,4.515625
sim,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.23,363300,35.43,8.73046875
sim,pacbio,child,chr1,10,raw,25,no_merged,no_downs,0.05,0.0001,1.01,265842,107.39,67.234375
sim,pacbio,child,chr21,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.67,104718,2.35,4.17578125
ashk,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m20,0.05,0.01,4.23,35058,0.37,2.15625
ashk,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.26,341250,128.95,13.90625
ashk,pacbio,child,chr1,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.89,124710,1.48,2.26953125
sim,pacbio,child,chr21,15,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.00,66600,1.47,2.609375
ashk,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.63,537518,993.11,133.78125
ashk,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.80,125137,88.17,100.68359375
sim,pacbio,child,chr1,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.04,302490,121.59,13.859375
ashk,pacbio,child,chr21,60,realigned,20,no_merged,no_downs,0.05,0.001,0.56,67800,156.15,63.625
ashk,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m15,0.05,0.0001,1.64,56831,12.67,8.25
ashk,pacbio,child,chr1,20,raw,20,no_merged,no_downs,0.05,0.001,0.62,469687,449.88,53.1796875
ashk,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,2.20,144071,4.63,4.87890625
ashk,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.22,402330,3361.27,265.37890625
sim,pacbio,child,chr21,5,raw,20,no_merged,no_downs,0.05,0.001,2.00,32285,0.86,2.71875
sim,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.41,387995,46.12,6.97265625
sim,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.84,112759,2.62,3.796875
ashk,pacbio,child,chr21,10,raw,20,no_merged,no_downs,0.05,0.01,1.75,79449,5.62,6.703125
sim,pacbio,child,chr21,20,raw,20,no_merged,no_downs,0.05,0.0001,0.12,87766,299.62,116.2734375
ashk,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.55,83310,100.07,42.8515625
ashk,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,1.81,119386,5.37,5.3203125
ashk,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m15,0.05,0.01,1.07,94991,6.7,5.3984375
sim,pacbio,child,chr1,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,3.47,117967,2.11,2.3046875
sim,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.83,90790,5.19,4.39453125
ashk,pacbio,child,chr1,60,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.24,507030,45.78,70.453125
ashk,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.57,543751,3872.0,382.671875
sim,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.01,82530,631.01,193.6875
sim,pacbio,child,chr21,15,raw,15,no_merged,no_downs,0.05,0.1,0.57,102876,2.44,4.15234375
sim,pacbio,child,chr1,25,raw,20,no_merged,no_downs,0.05,0.01,0.32,542597,157.82,28.46484375
sim,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.21,424140,2095.12,166.69921875
ashk,pacbio,child,chr1,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.24,352680,5.04,2.90625
ashk,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.24,437700,14.56,14.296875
ashk,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.14,76945,20.54,9.65625
ashk,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.23,456360,2337.54,220.90625
sim,pacbio,child,chr21,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.94,84798,10.53,7.1953125
sim,pacbio,child,chr21,10,raw,25,no_merged,no_downs,0.05,0.01,0.59,86497,17.05,61.66796875
ashk,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.18,83280,25.83,11.41015625
ashk,pacbio,child,chr21,30,realigned,20,no_merged,no_downs,0.05,0.01,0.55,70860,33.9,16.94140625
sim,pacbio,child,chr1,10,raw,20,no_merged,no_downs,0.05,0.01,1.19,318728,12.58,15.4609375
ashk,pacbio,child,chr21,20,raw,20,no_merged,no_downs,0.05,0.001,0.72,92258,105.02000000000001,51.23828125
sim,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.24,120718,26.09,19.6171875
ashk,pacbio,child,chr1,40,realigned,15,no_merged,no_downs,0.05,0.1,0.25,312510,5.48,3.765625
sim,pacbio,child,chr1,20,realigned,15,no_merged,no_downs,0.05,0.01,0.05,336420,18.87,4.671875
ashk,pacbio,child,chr1,10,raw,25,no_merged,no_downs,0.05,0.001,1.55,282938,57.32,19.46875
ashk,pacbio,child,chr1,10,realigned,20,no_merged,no_downs,0.05,0.0001,0.31,215460,109.45,29.21875
