                      #dataset	raw/realigned	whatshap_downsample	             merging	random_downsample	epsilon_alpha	time(secs)	mem(kB)	swerr(%)	
  ashk.pacbio.child.chr1.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     20.84	   6704	    1.68	
   sim.pacbio.child.chr1.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     16.93	   4708	    0.62	
   sim.pacbio.child.chr1.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	     11.81	   3992	    0.88	
   sim.pacbio.child.chr1.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   1044.06	  83928	    0.29	
   sim.pacbio.child.chr1.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    385.73	  37188	    0.34	
   sim.pacbio.child.chr1.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    118.62	  30680	    0.36	
   sim.pacbio.child.chr1.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	    111.41	  30196	    0.50	
   sim.pacbio.child.chr1.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    121.00	  14188	    0.04	
   sim.pacbio.child.chr1.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     51.68	   8236	    0.04	
   sim.pacbio.child.chr1.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     17.22	   4548	    0.05	
   sim.pacbio.child.chr1.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      4.61	   3132	    0.06	
   sim.pacbio.child.chr1.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   1126.63	 103704	    0.04	
   sim.pacbio.child.chr1.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    449.79	  45128	    0.04	
   sim.pacbio.child.chr1.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    105.64	  14288	    0.04	
   sim.pacbio.child.chr1.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      9.71	   4224	    0.06	
   sim.pacbio.child.chr1.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    109.48	  11864	    0.39	
   sim.pacbio.child.chr1.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     45.95	   7140	    0.41	
   sim.pacbio.child.chr1.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     16.94	   4652	    0.62	
   sim.pacbio.child.chr1.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	     11.81	   3992	    0.88	
   sim.pacbio.child.chr1.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   1043.22	  83976	    0.29	
   sim.pacbio.child.chr1.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    384.74	  37196	    0.34	
   sim.pacbio.child.chr1.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    118.50	  30676	    0.36	
   sim.pacbio.child.chr1.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	    111.27	  30172	    0.50	
   sim.pacbio.child.chr1.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    121.03	  14192	    0.04	
   sim.pacbio.child.chr1.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     51.74	   8244	    0.04	
   sim.pacbio.child.chr1.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     17.20	   4548	    0.05	
   sim.pacbio.child.chr1.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      4.63	   3132	    0.06	
   sim.pacbio.child.chr1.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   1158.85	 103608	    0.04	
   sim.pacbio.child.chr1.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    417.84	  45108	    0.04	
   sim.pacbio.child.chr1.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    105.73	  14288	    0.04	
   sim.pacbio.child.chr1.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      9.77	   4224	    0.06	
   sim.pacbio.child.chr1.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    133.17	  14332	    0.61	
   sim.pacbio.child.chr1.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     54.03	   7992	    0.69	
   sim.pacbio.child.chr1.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     19.50	   5272	    0.93	
   sim.pacbio.child.chr1.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	     14.25	   5148	    1.25	
   sim.pacbio.child.chr1.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   1693.88	 141396	    0.45	
   sim.pacbio.child.chr1.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    610.48	  60696	    0.50	
   sim.pacbio.child.chr1.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    207.12	  71356	    0.64	
   sim.pacbio.child.chr1.cov40	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	    205.72	  64420	    0.78	
   sim.pacbio.child.chr1.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    153.64	  13500	    0.22	
   sim.pacbio.child.chr1.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     63.19	   7964	    0.23	
   sim.pacbio.child.chr1.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     20.38	   4532	    0.22	
   sim.pacbio.child.chr1.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      5.37	   3140	    0.24	
   sim.pacbio.child.chr1.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   2088.43	 170700	    0.21	
   sim.pacbio.child.chr1.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    756.34	  71600	    0.21	
   sim.pacbio.child.chr1.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    193.17	  22412	    0.21	
   sim.pacbio.child.chr1.cov40	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     15.26	  32356	    0.22	
   sim.pacbio.child.chr1.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    140.82	  13700	    0.62	
   sim.pacbio.child.chr1.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     57.04	   8160	    0.65	
   sim.pacbio.child.chr1.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     20.19	   5004	    0.99	
   sim.pacbio.child.chr1.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	     15.37	   5624	    1.21	
   sim.pacbio.child.chr1.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   1913.36	 162760	    0.46	
   sim.pacbio.child.chr1.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    687.81	  70480	    0.46	
   sim.pacbio.child.chr1.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    216.10	  52332	    0.60	
   sim.pacbio.child.chr1.cov50	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	    228.02	  53412	    0.70	
   sim.pacbio.child.chr1.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    166.14	  13820	    0.24	
   sim.pacbio.child.chr1.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     69.44	   7972	    0.24	
   sim.pacbio.child.chr1.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     22.52	   4528	    0.24	
   sim.pacbio.child.chr1.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      5.88	   5252	    0.24	
   sim.pacbio.child.chr1.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   2468.74	 182296	    0.22	
   sim.pacbio.child.chr1.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    888.68	  90652	    0.22	
   sim.pacbio.child.chr1.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    227.62	  40684	    0.23	
   sim.pacbio.child.chr1.cov50	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     15.84	   8132	    0.23	
    sim.pacbio.child.chr1.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	      2.02	   2692	    3.50	
    sim.pacbio.child.chr1.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      1.47	   2360	    3.47	
    sim.pacbio.child.chr1.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      0.97	   2320	    3.70	
    sim.pacbio.child.chr1.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.87	   2304	    4.93	
    sim.pacbio.child.chr1.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	      1.96	   2688	    3.50	
    sim.pacbio.child.chr1.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	      1.53	   2364	    3.47	
    sim.pacbio.child.chr1.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	      0.99	   2324	    3.70	
    sim.pacbio.child.chr1.cov5	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      0.85	   2308	    4.93	
    sim.pacbio.child.chr1.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	      1.90	   2788	    0.46	
    sim.pacbio.child.chr1.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      1.38	   2284	    0.46	
    sim.pacbio.child.chr1.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      0.97	   2276	    0.46	
    sim.pacbio.child.chr1.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.65	   2280	    0.76	
    sim.pacbio.child.chr1.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	      1.81	   2784	    0.46	
    sim.pacbio.child.chr1.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	      1.42	   2284	    0.46	
    sim.pacbio.child.chr1.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	      0.94	   2276	    0.46	
    sim.pacbio.child.chr1.cov5	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      0.66	   2272	    0.76	
   sim.pacbio.child.chr1.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    140.81	  13692	    0.62	
   sim.pacbio.child.chr1.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     57.03	   8160	    0.65	
   sim.pacbio.child.chr1.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     20.21	   5004	    0.99	
   sim.pacbio.child.chr1.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	     15.39	   5620	    1.21	
   sim.pacbio.child.chr1.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   1912.79	 162960	    0.46	
   sim.pacbio.child.chr1.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    686.26	  70744	    0.46	
   sim.pacbio.child.chr1.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    216.02	  52132	    0.60	
   sim.pacbio.child.chr1.cov60	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	    228.11	  53328	    0.70	
   sim.pacbio.child.chr1.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    166.19	  13820	    0.24	
   sim.pacbio.child.chr1.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     67.76	   7976	    0.24	
   sim.pacbio.child.chr1.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     21.58	   4524	    0.24	
   sim.pacbio.child.chr1.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      5.87	   5252	    0.24	
   sim.pacbio.child.chr1.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   2467.67	 182284	    0.22	
   sim.pacbio.child.chr1.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    888.49	  90584	    0.22	
   sim.pacbio.child.chr1.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    227.61	  40672	    0.23	
   sim.pacbio.child.chr1.cov60	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     15.86	   8132	    0.23	
  sim.pacbio.child.chr1.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    109.50	  11872	    0.39	
  sim.pacbio.child.chr1.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     45.84	   7140	    0.41	
  sim.pacbio.child.chr1.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     16.32	   4700	    0.62	
  sim.pacbio.child.chr1.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	     11.83	   3992	    0.88	
  sim.pacbio.child.chr1.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   1042.72	  83932	    0.29	
  sim.pacbio.child.chr1.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    384.89	  37196	    0.34	
  sim.pacbio.child.chr1.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    119.04	  30744	    0.36	
  sim.pacbio.child.chr1.covall	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	    111.53	  30404	    0.50	
  sim.pacbio.child.chr1.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	    121.13	  14192	    0.04	
  sim.pacbio.child.chr1.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	     51.69	   8240	    0.04	
  sim.pacbio.child.chr1.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	     17.22	   4544	    0.05	
  sim.pacbio.child.chr1.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      4.64	   3128	    0.06	
  sim.pacbio.child.chr1.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	   1128.14	 103808	    0.04	
  sim.pacbio.child.chr1.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	    418.98	  45132	    0.04	
  sim.pacbio.child.chr1.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	    105.65	  14288	    0.04	
  sim.pacbio.child.chr1.covall	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      9.81	   4228	    0.06	
  sim.pacbio.child.chr21.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	      7.42	   6312	    0.55	
  sim.pacbio.child.chr21.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      3.57	   4344	    0.63	
  sim.pacbio.child.chr21.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      1.47	   3188	    1.02	
  sim.pacbio.child.chr21.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.99	   2660	    1.19	
  sim.pacbio.child.chr21.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	     17.85	  17448	    0.49	
  sim.pacbio.child.chr21.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	      7.46	   8656	    0.54	
  sim.pacbio.child.chr21.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	      3.09	   7908	    1.08	
  sim.pacbio.child.chr21.cov10	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      3.46	   7380	    1.15	
  sim.pacbio.child.chr21.cov10	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	      7.15	   6556	    0.04	
  sim.pacbio.child.chr21.cov10	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      3.58	   4332	    0.04	
  sim.pacbio.child.chr21.cov10	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      1.37	   3008	    0.04	
  sim.pacbio.child.chr21.cov10	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.43	   2268	    0.05	
  sim.pacbio.child.chr21.cov10	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	     14.32	  17936	    0.04	
  sim.pacbio.child.chr21.cov10	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	      6.29	   8692	    0.04	
  sim.pacbio.child.chr21.cov10	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	      1.96	   3892	    0.04	
  sim.pacbio.child.chr21.cov10	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      0.52	   2284	    0.05	
  sim.pacbio.child.chr21.cov15	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     16.04	   9280	    0.26	
  sim.pacbio.child.chr21.cov15	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      7.98	   5552	    0.29	
  sim.pacbio.child.chr21.cov15	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      2.73	   3716	    0.46	
  sim.pacbio.child.chr21.cov15	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      2.23	   4276	    0.67	
  sim.pacbio.child.chr21.cov15	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	     94.71	  45532	    0.14	
  sim.pacbio.child.chr21.cov15	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     36.28	  21024	    0.14	
  sim.pacbio.child.chr21.cov15	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     13.92	  17816	    0.37	
  sim.pacbio.child.chr21.cov15	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     12.53	  17636	    0.43	
  sim.pacbio.child.chr21.cov15	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     17.83	   9508	    0.01	
  sim.pacbio.child.chr21.cov15	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      7.92	   5820	    0.01	
  sim.pacbio.child.chr21.cov15	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      2.75	   3568	    0.01	
  sim.pacbio.child.chr21.cov15	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.76	   2368	    0.01	
  sim.pacbio.child.chr21.cov15	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	     90.15	  39260	    0.00	
  sim.pacbio.child.chr21.cov15	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     34.80	  18128	    0.00	
  sim.pacbio.child.chr21.cov15	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	      9.09	   6668	    0.00	
  sim.pacbio.child.chr21.cov15	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      1.29	   2864	    0.00	
  sim.pacbio.child.chr21.cov20	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     20.27	  10720	    0.33	
  sim.pacbio.child.chr21.cov20	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      8.62	   6352	    0.36	
  sim.pacbio.child.chr21.cov20	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.46	   5008	    0.64	
  sim.pacbio.child.chr21.cov20	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      2.49	   3888	    0.84	
  sim.pacbio.child.chr21.cov20	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    190.54	  90072	    0.16	
  sim.pacbio.child.chr21.cov20	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     71.49	  38688	    0.22	
  sim.pacbio.child.chr21.cov20	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     26.42	  21908	    0.37	
  sim.pacbio.child.chr21.cov20	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     32.81	  29100	    0.55	
  sim.pacbio.child.chr21.cov20	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     22.45	  10712	    0.01	
  sim.pacbio.child.chr21.cov20	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      9.72	   6564	    0.01	
  sim.pacbio.child.chr21.cov20	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.23	   3696	    0.01	
  sim.pacbio.child.chr21.cov20	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.89	   2372	    0.01	
  sim.pacbio.child.chr21.cov20	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    206.68	  79252	    0.02	
  sim.pacbio.child.chr21.cov20	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     77.06	  34476	    0.02	
  sim.pacbio.child.chr21.cov20	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     19.29	  10416	    0.02	
  sim.pacbio.child.chr21.cov20	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      1.96	   3772	    0.02	
  sim.pacbio.child.chr21.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     21.46	   9376	    0.30	
  sim.pacbio.child.chr21.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      8.60	   5776	    0.36	
  sim.pacbio.child.chr21.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.13	   4024	    0.55	
  sim.pacbio.child.chr21.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      2.51	   4740	    0.78	
  sim.pacbio.child.chr21.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    191.40	  87524	    0.13	
  sim.pacbio.child.chr21.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     71.35	  37840	    0.16	
  sim.pacbio.child.chr21.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     26.46	  20156	    0.24	
  sim.pacbio.child.chr21.cov25	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     25.64	  29620	    0.42	
  sim.pacbio.child.chr21.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     22.72	  10992	    0.01	
  sim.pacbio.child.chr21.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      9.90	   6484	    0.01	
  sim.pacbio.child.chr21.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.30	   3660	    0.01	
  sim.pacbio.child.chr21.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.87	   2376	    0.01	
  sim.pacbio.child.chr21.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    211.09	  80304	    0.02	
  sim.pacbio.child.chr21.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     78.86	  34632	    0.02	
  sim.pacbio.child.chr21.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     19.68	  10916	    0.02	
  sim.pacbio.child.chr21.cov25	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	      2.53	   7748	    0.02	
  sim.pacbio.child.chr21.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     20.30	   9252	    0.30	
  sim.pacbio.child.chr21.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      8.60	   5776	    0.36	
  sim.pacbio.child.chr21.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.13	   4024	    0.55	
  sim.pacbio.child.chr21.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      2.35	   4736	    0.78	
  sim.pacbio.child.chr21.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    191.45	  87460	    0.13	
  sim.pacbio.child.chr21.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     71.30	  37832	    0.16	
  sim.pacbio.child.chr21.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	        05_01	     25.93	  20088	    0.24	
  sim.pacbio.child.chr21.cov30	          raw	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	         05_1	     25.63	  29384	    0.42	
  sim.pacbio.child.chr21.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	      05_0001	     22.76	  11156	    0.01	
  sim.pacbio.child.chr21.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	       05_001	      9.78	   6484	    0.01	
  sim.pacbio.child.chr21.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	        05_01	      3.29	   3656	    0.01	
  sim.pacbio.child.chr21.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m15	         05_1	      0.87	   2372	    0.01	
  sim.pacbio.child.chr21.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	      05_0001	    211.21	  80552	    0.02	
  sim.pacbio.child.chr21.cov30	    realigned	                 hN	merged_e15_m25_t6_n3	     downs_s1_m20	       05_001	     78.87	  34664	    0.02	
