                                                                         #dataset/params     mec  hapchat
                                 ashk.pacbio.child.chr21.cov60.raw.hN.downs_s1_m20.05_01  101455   125137
                                  ashk.pacbio.child.chr21.cov60.raw.hN.downs_s1_m20.05_1  101578   147781
         ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   90543    90883
          ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   90578    91873
           ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   91570    99448
            ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   95350   119386
             ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   99973   144071
         ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  119289   120586
          ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  119305   122792
           ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  120080   133262
            ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  124201   158248
             ashk.pacbio.child.chr21.cov60.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  125874   183437
                                    ashk.pacbio.child.chr21.cov60.realigned.h15.05_00001   49650    49650
                                     ashk.pacbio.child.chr21.cov60.realigned.h15.05_0001   49650    49650
                                      ashk.pacbio.child.chr21.cov60.realigned.h15.05_001   49650    49650
                                       ashk.pacbio.child.chr21.cov60.realigned.h15.05_01   49650    49770
                                        ashk.pacbio.child.chr21.cov60.realigned.h15.05_1   49650    54690
                                    ashk.pacbio.child.chr21.cov60.realigned.h20.05_00001   67800    67800
                                     ashk.pacbio.child.chr21.cov60.realigned.h20.05_0001   67800    67800
                                      ashk.pacbio.child.chr21.cov60.realigned.h20.05_001   67800    67800
                                       ashk.pacbio.child.chr21.cov60.realigned.h20.05_01   67800    68670
                                        ashk.pacbio.child.chr21.cov60.realigned.h20.05_1   67800    77370
                        ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m15.05_00001   65670    65670
                         ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m15.05_0001   65670    65670
                          ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m15.05_001   65670    65700
                           ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m15.05_01   65670    67410
                            ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m15.05_1   65670    75990
                        ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m20.05_00001   86100    86100
                         ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m20.05_0001   86100    86130
                          ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m20.05_001   86100    86280
                           ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m20.05_01   86100    87450
                            ashk.pacbio.child.chr21.cov60.realigned.hN.downs_s1_m20.05_1   86100    97470
   ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   65580    65580
    ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   65580    65640
     ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   65580    65790
      ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   65580    67590
       ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   66480    77670
   ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   83490    83550
    ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   83490    83640
     ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   83490    83880
      ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   83490    85380
       ashk.pacbio.child.chr21.cov60.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   83490    96870
                                         ashk.pacbio.child.chr21.covall.raw.h15.05_00001   56167    56341
                                          ashk.pacbio.child.chr21.covall.raw.h15.05_0001   56174    57298
                                           ashk.pacbio.child.chr21.covall.raw.h15.05_001   56183    60527
                                            ashk.pacbio.child.chr21.covall.raw.h15.05_01   56281    69461
                                             ashk.pacbio.child.chr21.covall.raw.h15.05_1   56688    87378
                                         ashk.pacbio.child.chr21.covall.raw.h20.05_00001   77491    78041
                                          ashk.pacbio.child.chr21.covall.raw.h20.05_0001   77485    79237
                                           ashk.pacbio.child.chr21.covall.raw.h20.05_001   77569    83354
                                            ashk.pacbio.child.chr21.covall.raw.h20.05_01   77562    93848
                                             ashk.pacbio.child.chr21.covall.raw.h20.05_1   77742   123966
                             ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m15.05_00001   76080    76264
                              ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m15.05_0001   76144    77878
                               ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m15.05_001   76308    82690
                                ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m15.05_01   77252    94991
                                 ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m15.05_1   77445   110511
                             ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m20.05_00001  101144   102404
                              ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m20.05_0001  101213   104655
                               ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m20.05_001  101244   111437
                                ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m20.05_01  101455   125137
                                 ashk.pacbio.child.chr21.covall.raw.hN.downs_s1_m20.05_1  101578   147781
        ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   90543    90883
         ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   90578    91873
          ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   91570    99448
           ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   95350   119386
            ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   99973   144071
        ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  119289   120586
         ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  119305   122792
          ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  120080   133262
           ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  124201   158248
            ashk.pacbio.child.chr21.covall.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  125874   183437
                                   ashk.pacbio.child.chr21.covall.realigned.h15.05_00001   49650    49650
                                    ashk.pacbio.child.chr21.covall.realigned.h15.05_0001   49650    49650
                                     ashk.pacbio.child.chr21.covall.realigned.h15.05_001   49650    49650
                                      ashk.pacbio.child.chr21.covall.realigned.h15.05_01   49650    49770
                                       ashk.pacbio.child.chr21.covall.realigned.h15.05_1   49650    54690
                                   ashk.pacbio.child.chr21.covall.realigned.h20.05_00001   67800    67800
                                    ashk.pacbio.child.chr21.covall.realigned.h20.05_0001   67800    67800
                                     ashk.pacbio.child.chr21.covall.realigned.h20.05_001   67800    67800
                                      ashk.pacbio.child.chr21.covall.realigned.h20.05_01   67800    68670
                                       ashk.pacbio.child.chr21.covall.realigned.h20.05_1   67800    77370
                       ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m15.05_00001   65670    65670
                        ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m15.05_0001   65670    65670
                         ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m15.05_001   65670    65700
                          ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m15.05_01   65670    67410
                           ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m15.05_1   65670    75990
                       ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m20.05_00001   86100    86100
                        ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m20.05_0001   86100    86130
                         ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m20.05_001   86100    86280
                          ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m20.05_01   86100    87450
                           ashk.pacbio.child.chr21.covall.realigned.hN.downs_s1_m20.05_1   86100    97470
  ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001   65580    65580
   ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001   65580    65640
    ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001   65580    65790
     ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01   65580    67590
      ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1   66480    77670
  ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001   83490    83550
   ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001   83490    83640
    ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001   83490    83880
     ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01   83490    85380
      ashk.pacbio.child.chr21.covall.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1   83490    96870
                                            sim.pacbio.child.chr1.cov10.raw.h15.05_00001  255098   255216
                                             sim.pacbio.child.chr1.cov10.raw.h15.05_0001  255229   256911
                                              sim.pacbio.child.chr1.cov10.raw.h15.05_001  255639   265114
                                               sim.pacbio.child.chr1.cov10.raw.h15.05_01  258458   306259
                                                sim.pacbio.child.chr1.cov10.raw.h15.05_1  265339   385633
                                            sim.pacbio.child.chr1.cov10.raw.h20.05_00001  263543   263969
                                             sim.pacbio.child.chr1.cov10.raw.h20.05_0001  263665   265427
                                              sim.pacbio.child.chr1.cov10.raw.h20.05_001  264252   274358
                                               sim.pacbio.child.chr1.cov10.raw.h20.05_01  267327   318728
                                                sim.pacbio.child.chr1.cov10.raw.h20.05_1  273732   398596
                                sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m15.05_00001  253956   254148
                                 sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m15.05_0001  254075   255399
                                  sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m15.05_001  254545   263175
                                   sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m15.05_01  258543   305177
                                    sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m15.05_1  264461   384051
                                sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m20.05_00001  263559   263985
                                 sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m20.05_0001  263681   265474
                                  sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m20.05_001  264268   274481
                                   sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m20.05_01  267179   318333
                                    sim.pacbio.child.chr1.cov10.raw.hN.downs_s1_m20.05_1  273782   398303
           sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  233225   233233
            sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  233308   233942
             sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  233554   238773
              sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  237992   283178
               sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  249704   371340
           sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  235158   235225
            sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  235275   236029
             sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  235497   241547
              sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  239986   285637
               sim.pacbio.child.chr1.cov10.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  251853   374086
                                      sim.pacbio.child.chr1.cov10.realigned.h15.05_00001  234690   234690
                                       sim.pacbio.child.chr1.cov10.realigned.h15.05_0001  234690   234690
                                        sim.pacbio.child.chr1.cov10.realigned.h15.05_001  234690   234870
                                         sim.pacbio.child.chr1.cov10.realigned.h15.05_01  234690   237090
                                          sim.pacbio.child.chr1.cov10.realigned.h15.05_1  236040   288390
                                      sim.pacbio.child.chr1.cov10.realigned.h20.05_00001  240120   240120
                                       sim.pacbio.child.chr1.cov10.realigned.h20.05_0001  240120   240120
                                        sim.pacbio.child.chr1.cov10.realigned.h20.05_001  240120   240300
                                         sim.pacbio.child.chr1.cov10.realigned.h20.05_01  240120   242520
                                          sim.pacbio.child.chr1.cov10.realigned.h20.05_1  241470   291960
                          sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m15.05_00001  233520   233520
                           sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m15.05_0001  233520   233520
                            sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m15.05_001  233520   233700
                             sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m15.05_01  233520   235710
                              sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m15.05_1  234990   285120
                          sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m20.05_00001  239940   239940
                           sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m20.05_0001  239940   239940
                            sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m20.05_001  239940   240120
                             sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m20.05_01  239940   242340
                              sim.pacbio.child.chr1.cov10.realigned.hN.downs_s1_m20.05_1  241290   291780
     sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  190590   190590
      sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  190590   190590
       sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  190620   190770
        sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  190710   193830
         sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  193500   248760
     sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  191910   191910
      sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  191910   191910
       sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  191940   192090
        sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  192030   194610
         sim.pacbio.child.chr1.cov10.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  194790   250590
                                            sim.pacbio.child.chr1.cov15.raw.h15.05_00001  319649   320019
                                             sim.pacbio.child.chr1.cov15.raw.h15.05_0001  319766   323447
                                              sim.pacbio.child.chr1.cov15.raw.h15.05_001  320016   336510
                                               sim.pacbio.child.chr1.cov15.raw.h15.05_01  321349   384970
                                                sim.pacbio.child.chr1.cov15.raw.h15.05_1  324496   466677
                                            sim.pacbio.child.chr1.cov15.raw.h20.05_00001  374838   376506
                                             sim.pacbio.child.chr1.cov15.raw.h20.05_0001  374975   380781
                                              sim.pacbio.child.chr1.cov15.raw.h20.05_001  375098   395807
                                               sim.pacbio.child.chr1.cov15.raw.h20.05_01  376368   452909
                                                sim.pacbio.child.chr1.cov15.raw.h20.05_1  379160   551485
                                sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m15.05_00001  318041   318489
                                 sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m15.05_0001  318196   320996
                                  sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m15.05_001  318438   332865
                                   sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m15.05_01  320364   379673
                                    sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m15.05_1  323693   461451
                                sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m20.05_00001  374145   375476
                                 sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m20.05_0001  374296   379702
                                  sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m20.05_001  374634   396226
                                   sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m20.05_01  375503   449594
                                    sim.pacbio.child.chr1.cov15.raw.hN.downs_s1_m20.05_1  380047   551508
           sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  307692   307786
            sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  307857   309495
             sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  308194   319312
              sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  311477   375770
               sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  319417   480301
           sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  331625   332042
            sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  331762   334860
             sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  332213   347278
              sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  336338   409062
               sim.pacbio.child.chr1.cov15.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  341824   512378
                                      sim.pacbio.child.chr1.cov15.realigned.h15.05_00001  304680   304680
                                       sim.pacbio.child.chr1.cov15.realigned.h15.05_0001  304680   304680
                                        sim.pacbio.child.chr1.cov15.realigned.h15.05_001  304680   304770
                                         sim.pacbio.child.chr1.cov15.realigned.h15.05_01  304680   308490
                                          sim.pacbio.child.chr1.cov15.realigned.h15.05_1  304920   353550
                                      sim.pacbio.child.chr1.cov15.realigned.h20.05_00001  349440   349470
                                       sim.pacbio.child.chr1.cov15.realigned.h20.05_0001  349440   349590
                                        sim.pacbio.child.chr1.cov15.realigned.h20.05_001  349440   349830
                                         sim.pacbio.child.chr1.cov15.realigned.h20.05_01  349440   354270
                                          sim.pacbio.child.chr1.cov15.realigned.h20.05_1  349680   396570
                          sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m15.05_00001  302820   302820
                           sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m15.05_0001  302820   302850
                            sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m15.05_001  302820   303510
                             sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m15.05_01  302850   307590
                              sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m15.05_1  303030   352110
                          sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m20.05_00001  348600   348630
                           sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m20.05_0001  348600   348750
                            sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m20.05_001  348600   348990
                             sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m20.05_01  348600   353850
                              sim.pacbio.child.chr1.cov15.realigned.hN.downs_s1_m20.05_1  348840   394260
     sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  254190   254190
      sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  254190   254190
       sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  254250   254490
        sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  254250   258090
         sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  254700   317370
     sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  267030   267030
      sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  267030   267030
       sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  267090   267210
        sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  267090   270900
         sim.pacbio.child.chr1.cov15.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  267420   330210
                                            sim.pacbio.child.chr1.cov20.raw.h15.05_00001  334417   335415
                                             sim.pacbio.child.chr1.cov20.raw.h15.05_0001  334500   339591
                                              sim.pacbio.child.chr1.cov20.raw.h15.05_001  334558   355372
                                               sim.pacbio.child.chr1.cov20.raw.h15.05_01  335197   401289
                                                sim.pacbio.child.chr1.cov20.raw.h15.05_1  336656   479490
                                            sim.pacbio.child.chr1.cov20.raw.h20.05_00001  432787   435145
                                             sim.pacbio.child.chr1.cov20.raw.h20.05_0001  432886   440590
                                              sim.pacbio.child.chr1.cov20.raw.h20.05_001  433160   460167
                                               sim.pacbio.child.chr1.cov20.raw.h20.05_01  433790   521311
                                                sim.pacbio.child.chr1.cov20.raw.h20.05_1  434012   641953
                                sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m15.05_00001  343351   343757
                                 sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m15.05_0001  343438   347327
                                  sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m15.05_001  343777   361519
                                   sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m15.05_01  346663   412703
                                    sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m15.05_1  347341   488879
                                sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m20.05_00001  436329   438909
                                 sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m20.05_0001  436378   444929
                                  sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m20.05_001  436644   463524
                                   sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m20.05_01  437161   527839
                                    sim.pacbio.child.chr1.cov20.raw.hN.downs_s1_m20.05_1  438960   636307
           sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  349067   349407
            sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  349227   351798
             sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  349824   367058
              sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  354089   424795
               sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  358446   525499
           sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  408086   409625
            sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  408175   413896
             sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  408443   432806
              sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  410171   502334
               sim.pacbio.child.chr1.cov20.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  413378   610627
                                      sim.pacbio.child.chr1.cov20.realigned.h15.05_00001  329400   329610
                                       sim.pacbio.child.chr1.cov20.realigned.h15.05_0001  329400   330330
                                        sim.pacbio.child.chr1.cov20.realigned.h15.05_001  329400   331800
                                         sim.pacbio.child.chr1.cov20.realigned.h15.05_01  329400   336420
                                          sim.pacbio.child.chr1.cov20.realigned.h15.05_1  329430   372600
                                      sim.pacbio.child.chr1.cov20.realigned.h20.05_00001  412680   412680
                                       sim.pacbio.child.chr1.cov20.realigned.h20.05_0001  412680   412890
                                        sim.pacbio.child.chr1.cov20.realigned.h20.05_001  412680   414150
                                         sim.pacbio.child.chr1.cov20.realigned.h20.05_01  412680   419880
                                          sim.pacbio.child.chr1.cov20.realigned.h20.05_1  412740   454560
                          sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m15.05_00001  327870   327870
                           sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m15.05_0001  327870   328080
                            sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m15.05_001  327870   329040
                             sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m15.05_01  327870   333060
                              sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m15.05_1  328050   370470
                          sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m20.05_00001  412470   412470
                           sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m20.05_0001  412470   412500
                            sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m20.05_001  412470   412950
                             sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m20.05_01  412470   416280
                              sim.pacbio.child.chr1.cov20.realigned.hN.downs_s1_m20.05_1  412530   451110
     sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  286680   286680
      sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  286680   286890
       sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  286800   287640
        sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  286770   290310
         sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  286800   350280
     sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  325620   325830
      sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  325620   325830
       sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  325650   326820
        sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  325710   330480
         sim.pacbio.child.chr1.cov20.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  325710   379050
                                            sim.pacbio.child.chr1.cov25.raw.h15.05_00001  337714   338252
                                             sim.pacbio.child.chr1.cov25.raw.h15.05_0001  337715   342377
                                              sim.pacbio.child.chr1.cov25.raw.h15.05_001  337925   357794
                                               sim.pacbio.child.chr1.cov25.raw.h15.05_01  339069   408802
                                                sim.pacbio.child.chr1.cov25.raw.h15.05_1  339971   488785
                                            sim.pacbio.child.chr1.cov25.raw.h20.05_00001  450714   452979
                                             sim.pacbio.child.chr1.cov25.raw.h20.05_0001  450852   458821
