Tool,Data,Technology,Individual,Chr,MeanCov,RawRealigned,WhDowns,WhDownsTimeSec,Merge,MergeE,MergeM,MergeT,MergeN,MergeTimeSec,MergeMaxMemMB,RndDowns,RndDownsSeed,RndDownsMaxCov,RndDownsTimeSec,RndDownsMaxMemMB,FurtherMerging,Epsilon,Alpha,BalThr,BalRatio,SwErrRatePerc,HamDistPerc,MecScore,PhasTimeSec,PhasMaxMemMB,CleanFinish,FeasibleSoln
HapChat,ashk,pacbio,child,chr21,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,2.21,25.4921875,no,0.05,0.001,N,0,0.39766,1.20986,64710,98.94,49.4921875,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,15,91.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.24538,1.50275,279780,19.65,6.640625,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,30,53.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.26296,1.54070,420120,2021.42,1519.83203125,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,30,9.3,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.39641,1.19747,101310,1397.11,643.93359375,yes,yes
HapChat,ashk,pacbio,child,chr21,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,8.47,248.59375,yes,1,20,1.65,25.12890625,no,0.05,0.01,N,0,0.38538,1.18684,62640,13.55,9.921875,yes,yes
HapChat,sim,pacbio,child,chr21,45,realigned,15,11.4,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.05802,0.16928,65490,12.22,9.04296875,yes,yes
HapChat,ashk,pacbio,child,chr21,45,realigned,25,15.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.45307,2.14447,87900,1077.16,405.05078125,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,30.61,269.28125,no,0.05,0.1,N,0,0.24397,1.36032,278460,6.85,3.16796875,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,20,108.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.24321,1.50064,376080,198.87,35.09765625,yes,yes
HapChat,ashk,pacbio,child,chr1,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,68.8,1660.8828125,yes,1,20,11.22,140.19921875,no,0.05,0.01,N,0,0.24453,1.37451,387120,110.78,15.58203125,yes,yes
HapChat,ashk,pacbio,child,chr1,50,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,118.6,3158.08984375,yes,1,25,17.36,174.08203125,no,0.05,0.01,N,0,0.23706,1.32859,535140,720.27,83.046875,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,25,7.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.40802,1.20849,87450,17.54,15.99609375,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,25.21,204.9765625,no,0.05,0.01,N,0,0.24405,1.49763,375270,214.92000000000002,26.76171875,yes,yes
HapChat,sim,pacbio,child,chr21,20,realigned,25,6.4,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.02330,0.58750,97200,18.47,79.5234375,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,30.48,776.28515625,yes,1,25,6.76,93.703125,no,0.05,0.1,N,0,0.30118,1.49834,249270,4.63,4.50390625,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,24.88,176.85546875,no,0.05,0.1,N,0,0.24866,1.53859,478620,114.37,46.17578125,yes,yes
HapChat,ashk,pacbio,child,chr21,50,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,24.51,680.5078125,yes,1,30,3.75,39.3984375,no,0.05,0.1,N,0,0.45301,2.18986,110340,73.77,79.421875,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,36.02,283.65625,no,0.05,0.01,N,0,0.24121,1.43140,574260,11370.0,1810.5859375,yes,yes
HapChat,sim,pacbio,child,chr21,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,11.99,329.35546875,yes,1,25,2.76,27.328125,no,0.05,0.001,N,0,0.03492,0.59867,77670,340.48,263.99609375,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,137.27,3549.21875,yes,1,20,18.03,182.34765625,no,0.05,0.001,N,0,0.24138,1.41892,438570,644.61,60.2421875,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,8.23,101.48046875,no,0.05,0.001,N,0,0.06576,0.52352,347100,288.77,36.015625,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,137.27,3549.21875,yes,1,25,17.81,182.87890625,no,0.05,0.1,N,0,0.24783,1.51362,550950,84.3,69.109375,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,77.28999999999999,1984.39453125,yes,1,15,12.82,148.37109375,no,0.05,0.001,N,0,0.02828,0.25478,311190,51.52,10.98046875,yes,yes
HapChat,ashk,pacbio,child,chr21,30,realigned,30,10.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.39604,1.19706,105210,1638.03,694.1328125,yes,yes
HapChat,ashk,pacbio,child,chr1,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,17.23,162.296875,no,0.05,0.001,N,0,0.24017,1.32392,473490,5838.0,606.7421875,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,30,123.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.02170,0.27353,694230,650.72,783.91015625,yes,yes
HapChat,sim,pacbio,child,chr21,30,realigned,25,11.2,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.02326,0.58717,104130,21.76,80.8125,yes,yes
HapChat,sim,pacbio,child,chr21,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,14.57,419.3828125,yes,1,15,2.34,28.94140625,no,0.05,0.01,N,0,0.02329,0.58731,52770,3.32,3.69140625,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,5.05,45.23828125,no,0.05,0.1,N,0,0.04650,0.22573,83190,3.77,5.55859375,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,15,3.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.07004,0.24867,60540,1.04,2.515625,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,77.28999999999999,1984.39453125,yes,1,20,15.53,148.16015625,no,0.05,0.01,N,0,0.02609,0.12001,412620,130.96,20.34375,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,30,67.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.25578,1.43635,498210,393.95,312.58203125,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,14.04,147.91796875,no,0.05,0.001,N,0,0.25579,1.43216,450300,4791.0,553.625,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,24.88,176.85546875,no,0.05,0.01,N,0,0.24648,1.52384,478530,1416.96,162.515625,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,155.29,3967.71875,yes,1,20,22.54,190.90625,no,0.05,0.001,N,0,0.24989,1.46502,442920,652.7,61.46484375,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,30,50.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.05024,0.32686,480690,1621.8,288.29296875,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,29.42,776.921875,yes,1,15,7.61,93.4140625,no,0.05,0.01,N,0,0.07015,0.53617,256860,10.86,3.87890625,yes,yes
HapChat,ashk,pacbio,child,chr21,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,2.26,25.4765625,no,0.05,0.1,N,0,0.39761,1.51515,72630,14.19,14.82421875,yes,yes
HapChat,ashk,pacbio,child,chr1,45,realigned,25,110.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24374,1.44476,476760,102.32,44.1796875,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,11.93,307.94921875,yes,1,20,1.92,26.94140625,no,0.05,0.1,N,0,0.40807,1.20849,67620,2.13,3.49609375,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,11.99,115.953125,no,0.05,0.01,N,0,0.05243,0.33108,480630,1720.68,344.16015625,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,40.81,1023.24609375,yes,1,25,8.6,103.73046875,no,0.05,0.1,N,0,0.26734,1.55337,316620,11.35,7.5625,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,10.7,115.9453125,no,0.05,0.1,N,0,0.26517,1.54291,356250,18.05,7.44140625,yes,yes
HapChat,sim,pacbio,child,chr21,50,realigned,25,19.2,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.05798,0.16924,105510,1063.27,506.7421875,yes,yes
HapChat,ashk,pacbio,child,chr21,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,3.38,33.75,no,0.05,0.01,N,0,0.39613,1.19720,105840,2072.13,833.74609375,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,22.82,190.9921875,no,0.05,0.1,N,0,0.24186,1.37367,579630,913.04,506.8671875,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,17.11,147.99609375,no,0.05,0.1,N,0,0.04578,0.54171,521430,98.28999999999999,109.9765625,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,15,82.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.01734,0.12410,357630,62.23,13.83984375,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,40.81,1023.24609375,yes,1,15,7.89,103.59375,no,0.05,0.001,N,0,0.26083,1.51761,272220,41.58,7.65234375,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,30,34.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.28799,1.68220,318690,32.31,12.8984375,yes,yes
HapChat,sim,pacbio,child,chr1,45,realigned,25,117.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.01954,0.33462,577980,1088.95,178.2265625,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,152.56,4009.12109375,yes,1,25,19.5,188.8671875,no,0.05,0.01,N,0,0.01735,0.12200,543900,663.1,85.2890625,yes,yes
HapChat,ashk,pacbio,child,chr21,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,3.38,33.75,no,0.05,0.1,N,0,0.39613,1.19720,105840,239.49,609.6640625,yes,yes
HapChat,sim,pacbio,child,chr21,20,realigned,15,4.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.02330,0.58750,61590,11.88,6.90625,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,20.43,573.71875,yes,1,15,3.79,31.97265625,no,0.05,0.01,N,0,0.03487,0.10158,51120,3.23,3.86328125,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,20.93,161.828125,no,0.05,0.1,N,0,0.02613,0.17274,450330,18.81,5.60546875,yes,yes
HapChat,ashk,pacbio,child,chr1,50,realigned,20,91.2,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.23918,1.42959,374520,14.86,6.14453125,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,15.88,161.75390625,no,0.05,0.1,N,0,0.03918,0.40228,629310,733.97,855.484375,yes,yes
HapChat,ashk,pacbio,child,chr21,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,21.73,522.67578125,yes,1,30,3.09,31.7265625,no,0.05,0.1,N,0,0.43028,1.29811,101460,53.08,54.13671875,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,32.62,283.55859375,no,0.05,0.01,N,0,0.01518,0.22297,691410,10771.0,1637.98046875,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,20,69.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.24202,1.50474,377940,757.98,70.640625,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,152.56,4009.12109375,yes,1,15,19.14,188.38671875,no,0.05,0.01,N,0,0.01736,0.11150,303000,21.42,5.57421875,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,10.97,115.9609375,no,0.05,0.01,N,0,0.05243,0.33110,412680,145.68,20.6875,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,30,9.3,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.40802,1.20849,101310,109.21000000000001,78.39453125,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,18.77,177.09375,no,0.05,0.01,N,0,0.24442,1.45233,382500,208.81,24.67578125,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,6.73,205.15234375,yes,1,20,1.71,21.4140625,no,0.05,0.01,N,0,0.04670,0.04521,55290,7.7,10.9609375,yes,yes
HapChat,ashk,pacbio,child,chr21,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,13.63,369.26171875,yes,1,25,2.67,28.46484375,no,0.05,0.01,N,0,0.39604,1.19706,81720,97.91,56.515625,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,36.46,283.87109375,no,0.05,0.001,N,0,0.24141,1.44211,375450,883.33,142.3515625,yes,yes
HapChat,ashk,pacbio,child,chr21,30,realigned,25,10.2,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.39604,1.19706,88530,1027.44,433.85546875,yes,yes
HapChat,sim,pacbio,child,chr1,40,realigned,30,105.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.02607,0.25682,678270,656.86,573.15234375,yes,yes
HapChat,ashk,pacbio,child,chr21,50,realigned,25,16.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.45291,2.13318,88560,222.92000000000002,119.125,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,129.02,3180.41015625,yes,1,25,15.88,172.953125,no,0.05,0.1,N,0,0.02387,0.27986,526950,69.02,82.89453125,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,1.87,25.9296875,no,0.05,0.01,N,0,0.04670,0.04522,74940,26.84,15.5078125,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,9.41,101.53125,no,0.05,0.1,N,0,0.28368,1.74786,260790,5.14,3.08984375,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,25,124.0,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.01951,0.12620,584610,104.9,40.6328125,yes,yes
HapChat,sim,pacbio,child,chr21,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,4.26,39.15625,no,0.05,0.01,N,0,0.02330,0.58731,63150,4.85,4.91796875,yes,yes
HapChat,ashk,pacbio,child,chr1,55,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,137.27,3549.21875,yes,1,25,17.81,182.87890625,no,0.05,0.01,N,0,0.24130,1.45043,550770,769.51,79.015625,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,4.47,42.39453125,no,0.05,0.1,N,0,0.03490,0.66606,103650,24.09,46.5703125,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,8.08,101.53515625,no,0.05,0.001,N,0,0.28141,1.46459,315660,884.56,184.890625,yes,yes
HapChat,sim,pacbio,child,chr1,35,realigned,30,95.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.02826,0.26948,665070,8403.0,1119.6484375,yes,yes
HapChat,ashk,pacbio,child,chr21,50,realigned,15,11.3,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.45291,2.13318,51240,1.03,2.5390625,yes,yes
HapChat,sim,pacbio,child,chr21,50,realigned,20,15.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.05798,0.16924,87480,38.48,23.79296875,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,30,120.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.23961,1.44946,575880,9402.0,816.015625,yes,yes
HapChat,ashk,pacbio,child,chr21,30,realigned,25,10.2,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.39604,1.19706,88530,17.16,10.77734375,yes,yes
HapChat,sim,pacbio,child,chr21,50,realigned,15,12.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.05798,0.16924,65550,1.03,2.83984375,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,30,15.9,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.03484,0.10158,124020,122.54,174.234375,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,15,37.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.26296,1.62090,274830,5.4,2.921875,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,29.42,776.921875,yes,1,15,7.61,93.4140625,no,0.05,0.1,N,0,0.08769,0.78527,257430,4.34,2.80859375,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,3.16,30.953125,no,0.05,0.1,N,0,0.39646,1.19747,88200,22.69,44.83984375,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,30.48,776.28515625,yes,1,20,7.18,93.7421875,no,0.05,0.1,N,0,0.30118,1.49834,248130,4.32,3.4765625,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,25,93.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.24202,1.50474,477270,5162.0,481.3359375,yes,yes
HapChat,ashk,pacbio,child,chr1,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,17.01,162.015625,no,0.05,0.001,N,0,0.24922,1.40432,285600,69.45,10.10546875,yes,yes
HapChat,sim,pacbio,child,chr1,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,8.92,101.47265625,no,0.05,0.01,N,0,0.06796,0.52773,359100,178.99,33.6484375,yes,yes
HapChat,ashk,pacbio,child,chr1,60,realigned,30,153.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24539,1.50278,570780,620.34,308.5234375,yes,yes
HapChat,ashk,pacbio,child,chr21,30,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,3.34,33.703125,no,0.05,0.001,N,0,0.38462,1.18604,70500,169.53,71.53515625,yes,yes
HapChat,sim,pacbio,child,chr1,45,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,113.97999999999999,2664.8671875,yes,1,20,15.86,164.99609375,no,0.05,0.1,N,0,0.02389,0.37042,423630,11.2,5.81640625,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,129.02,3180.41015625,yes,1,25,15.88,172.953125,no,0.05,0.001,N,0,0.01953,0.27565,526950,3333.74,364.01171875,yes,yes
HapChat,sim,pacbio,child,chr1,55,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,32.63,268.66796875,no,0.05,0.01,N,0,0.02389,0.23146,464790,220.98,40.23828125,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,20,53.1,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.03488,0.34989,439620,161.38,21.83984375,yes,yes
HapChat,sim,pacbio,child,chr21,15,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,3.13,25.9375,no,0.05,0.01,N,0,0.04670,0.04521,81900,107.57,90.00390625,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,21.22,191.06640625,no,0.05,0.001,N,0,0.23987,1.46021,380040,870.25,89.36328125,yes,yes
HapChat,sim,pacbio,child,chr1,25,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,15,16.13,148.140625,no,0.05,0.01,N,0,0.03491,0.34784,338430,24.54,5.23046875,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,32.21,254.53125,no,0.05,0.001,N,0,0.01737,0.37459,574770,6089.0,924.1171875,yes,yes
HapChat,ashk,pacbio,child,chr21,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,8.47,248.59375,yes,1,15,1.71,25.14453125,no,0.05,0.1,N,0,0.38556,1.18711,52800,0.96,2.34765625,yes,yes
HapChat,sim,pacbio,child,chr21,50,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,25,7.01,51.3515625,no,0.05,0.01,N,0,0.05806,0.16924,105810,267.03,174.85546875,yes,yes
HapChat,sim,pacbio,child,chr1,50,realigned,25,112.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.01953,0.27143,582090,1075.39,177.265625,yes,yes
HapChat,sim,pacbio,child,chr1,40,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,30,21.25,191.015625,no,0.05,0.1,N,0,0.02825,0.26104,676170,798.28,754.71484375,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,152.56,4009.12109375,yes,1,25,19.5,188.8671875,no,0.05,0.1,N,0,0.01951,0.12411,543900,72.15,48.296875,yes,yes
HapChat,sim,pacbio,child,chr1,60,realigned,30,149.7,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.01734,0.12410,696090,9549.0,1341.65625,yes,yes
HapChat,ashk,pacbio,child,chr1,15,realigned,30,34.8,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.01,N,0,0.27042,1.44560,318240,357.71,140.6796875,yes,yes
HapChat,ashk,pacbio,child,chr1,20,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,40.81,1023.24609375,yes,1,15,7.89,103.59375,no,0.05,0.1,N,0,0.26521,1.54083,272220,4.57,2.93359375,yes,yes
HapChat,sim,pacbio,child,chr1,20,realigned,N,NA,no,NA,NA,NA,NA,NA,NA,yes,1,20,10.97,115.9609375,no,0.05,0.001,N,0,0.05243,0.33110,412680,617.84,69.47265625,yes,yes
HapChat,ashk,pacbio,child,chr1,40,realigned,25,103.9,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24179,1.45157,478140,99.57,40.94921875,yes,yes
HapChat,ashk,pacbio,child,chr1,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,52.71,1370.38671875,yes,1,20,14.15,113.1015625,no,0.05,0.001,N,0,0.25144,1.44062,354630,336.39,53.42578125,yes,yes
HapChat,ashk,pacbio,child,chr21,25,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,11.93,307.94921875,yes,1,20,1.92,26.94140625,no,0.05,0.01,N,0,0.39646,1.19747,67620,19.76,12.0078125,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,20.43,573.71875,yes,1,25,3.48,32.03125,no,0.05,0.1,N,0,0.03486,0.10158,89130,14.9,44.9921875,yes,yes
HapChat,sim,pacbio,child,chr21,45,realigned,25,17.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.05802,0.16928,106530,22.99,47.30078125,yes,yes
HapChat,sim,pacbio,child,chr21,40,realigned,20,12.4,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.001,N,0,0.03484,0.10158,82890,154.38,72.88671875,yes,yes
HapChat,sim,pacbio,child,chr1,30,realigned,N,NA,yes,0.15,0.25,1e+6,1e+3,68.68,1667.33984375,yes,1,25,12.01,121.7421875,no,0.05,0.001,N,0,0.02829,0.32644,438960,1754.2,315.36328125,yes,yes
HapChat,sim,pacbio,child,chr21,35,realigned,20,10.6,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.02325,0.09031,83640,3.09,7.46484375,yes,yes
HapChat,ashk,pacbio,child,chr1,35,realigned,25,93.5,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,0.05,0.1,N,0,0.24420,1.50685,477270,94.18,16.03125,yes,yes
